category_name,product_name,unit_price
飲料零食_茶飲．咖啡．水_茶飲_綠茶,光泉冷泡茶三京綠茶無糖-585mlx24,588
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,UCC 117 即溶咖啡,225
美妝護理_女性衛生_衛生棉_夜用,康乃馨夜用特長超薄蝶型(14片x4包),176
飲料零食_精選餅乾_鹹餅乾_蘇打餅乾,明治燕麥蘇打餅乾-26gx4,49
生活休閒_寵物用品_貓_貓乾糧．罐頭,家樂福超值貓乾糧(鮪魚雞肉)1.5K,105
美妝護理_衛生紙_衛生紙_平版式,情人平版衛生紙-300PCx6包,99
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤烏豆沙蛋黃酥禮盒12入,418
生鮮食品_肉品．高湯_豬．牛．羊肉_豬肉,家樂福冷凍黑豬里肌烤肉片(每盒約250克),130
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,桂格穀珍堅果多多-杏仁蓮子,90
美妝護理_女性衛生_衛生棉_日用加長,蘇菲極淨肌超薄潔翼日用25cm-16PCx2包,154
飲料零食_茶飲．咖啡．水_茶飲_烏龍茶,悅氏黑烏龍茶-2000mlx8,360
米油沖泡_米．食用油_食用米_米,天生好米履歷鷺巡一等白米2.2kg,233
飲料零食_糖果．巧克力．口香糖_糖果_果凍．羊羹,Jelly.B低卡蒟蒻果凍(蘋果味)150g,59
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,宗家府泡菜白菜切塊,329
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】熱鑽石大方塊火種,12
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,吳寶春無嫌鳳梨酥禮盒12入,420
日用百貨_家庭清潔_居家清潔_除濕劑,克潮靈吊掛式除濕袋-檜木香-200gx2,69
飲料零食_精選餅乾_甜餅乾_夾心餅乾,濃。比利時巧克力法蘭酥 (奶素),67
飲料零食_精選餅乾_鹹餅乾_米果,丸什綜合堅果米果-180g,199
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,馬玉山紫山藥黑米仁 30克x12,91
美妝護理_女性衛生_衛生棉_護墊,靠得住安全瞬吸護墊香氛標準型14.5cm-30PCx2,120
飲料零食_精選餅乾_甜餅乾_奶油雞蛋口味,No Brand 奶油曲奇餅140入,220
美妝護理_個人清潔_洗髮保養_護髮乳,朵蔓頭皮淨化角質霜,399
冷凍食品_冷凍調理_水餃．麵食_其他口味水餃,家樂福素食熟水餃,89
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,白博士抗菌洗手乳2kg,200
生鮮食品_肉品．高湯_豬．牛．羊肉_豬肉,氣炸人生冷凍豚肋條(貼體包裝)(每盒約300克),200
米油沖泡_咖啡．茶包_茶包_即溶茶,【立頓】奶茶袋裝-東方焙香烏龍,152
生鮮食品_冷藏食品_調理食品_米．麵食,蓮發素食蘿蔔糕(純素)-980g,75
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,1881純棉素色毛巾4入,139
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_素色浴巾,100純棉緞檔浴巾,238
飲料零食_休閒零食_豆乾．肉乾．海苔_海苔．海苔脆片,韓味不二韓國海苔酥(原味),94
日用百貨_家庭清潔_廚房清潔_廚房紙巾,可麗舒廚房紙巾-60PCx6,97
生鮮食品_人氣熟食_加工製品_素食,久代-袋裝麵筋泡75g_純素,39
飲料零食_休閒零食_瓜子．花生．堅果_堅果,Toms 杏仁果(蜂蜜奶油味)210g,279
米油沖泡_咖啡．茶包_茶包_其它,家樂福康福茶,149
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(中)-檸檬香,68
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_三合一麥片,桂格 奇亞籽麥片-鮮奶紅茶-300g,109
米油沖泡_咖啡．茶包_茶包_其它,家樂福洋甘菊茶,149
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,馬玉山核桃榛果杏仁 30克x13,89
飲料零食_精選餅乾_烘培糕餅_中式糕餅/沙其瑪,台鳳牌鳳梨酥-全麥(蛋奶素),49
飲料零食_休閒零食_瓜子．花生．堅果_混合,嘉禾素食蠶豆-450g,75
飲料零食_茶飲．咖啡．水_礦泉水．氣泡水_氣泡水,美國LaCroix西西里檸檬風味氣泡水-355ml,39
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,綠的潔手乳-220mlx2,90
米油沖泡_調味品．罐頭．湯品_調味粉．醬_烤肉醬．牛排醬,李錦記蜜汁烤肉醬 240g,72
生活休閒_寵物用品_狗_狗乾糧．罐頭,家樂福超值狗食罐頭(雞肉風味),620
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤烏豆沙蛋黃酥禮盒8入,288
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,Paldo金炸醬麵(包)203gx4,216
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(中)-薰衣草,68
生活休閒_寵物用品_貓_貓乾糧．罐頭,福壽喵喵貓食(鮪魚) 4.54Kg,279
飲料零食_茶飲．咖啡．水_茶飲_綠茶,金車日式綠茶-580mlX4,100
日用百貨_家庭清潔_居家清潔_除濕劑,克潮靈吊掛式除濕袋-晨露香氛-200gx4,124
生鮮食品_人氣熟食_農特產品_調理藥膳,私房小膳養生藥膳-肉骨茶-69g,65
米油沖泡_奶粉．麥片．穀粉_早餐食品_加味穀片,雀巢美祿可可球-170g,85
生活休閒_寵物用品_狗_狗乾糧．罐頭,葛莉思犬罐-雞肉口味 400g,37
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,江南泡菜-900g,188
生活休閒_寵物用品_狗_狗乾糧．罐頭,西莎主廚蒔蘿焗烤菲力牛100g,188
日用百貨_家庭清潔_居家清潔_除濕劑,克潮靈櫥櫃專用除濕劑-玫瑰,82
飲料零食_茶飲．咖啡．水_咖啡_咖啡(冷藏),貝納頌極品鑑賞級咖啡(無加糖)250ml,36
日用百貨_家庭清潔_衛浴清潔_消毒劑,來舒噴霧抗菌清潔劑--原野香,168
米油沖泡_奶粉．麥片．穀粉_早餐食品_加味穀片,雀巢可可脆片早餐脆片-170g,85
飲料零食_精選餅乾_甜餅乾_其它口味,啵樂樂甜筒威化-巧克力風味-53.4g,99
美妝護理_女性衛生_衛生棉_日用標準,蘇菲極淨肌極薄0.1潔翼日用23cm-10PCx3包,154
米油沖泡_調味品．罐頭．湯品_調味粉．醬_火鍋醬．湯底,福華牌沙茶醬(大) 737g,149
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,NOBRAND經典炸醬拉麵,218
生鮮食品_人氣熟食_農特產品_調理藥膳,私房小膳養生藥膳-四神湯-90g,65
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(中)-小蒼蘭,68
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,陶華碧老干媽油辣椒210g,76
美妝護理_個人清潔_沐浴用品_沐浴乳,依必朗抗菌沐浴露1000ml(清爽健康),163
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,沙威隆茶樹精油抗菌潔淨洗手乳-250ml,99
冷凍食品_冷凍調理_水餃．麵食_其他口味水餃,義美素食水餃(全素)1050g,107
生活休閒_寵物用品_貓_貓砂,【寵物用品】環保丹球貓砂 5公升,129
冷凍食品_微波食品_冷凍肉品．蔬菜_冷凍蔬菜,龍鳳冷凍青豆仁-500g,62
米油沖泡_調味品．罐頭．湯品_調味粉．醬_火鍋醬．湯底,愛之味素食沙茶醬120g,93
日用百貨_家庭清潔_洗衣用品_濃縮洗衣粉,清淨海櫻花7+洗衣粉,198
日用百貨_家庭清潔_居家清潔_除濕劑,克潮靈吊掛式除濕袋-去霉味-200gx4,124
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,佳德鳳梨酥禮盒12入,450
米油沖泡_咖啡．茶包_茶包_其它,米森有機黑糖老薑茶,135
飲料零食_精選餅乾_鹹餅乾_點心零食,好麗友好多魚餅乾(烤蝦口味)90g,69
冷凍食品_微波食品_微波餐點_義大利麵．丼飯．麵點,韓國釜山炸醬魚板炒年糕-300g,189
米油沖泡_泡麵．麵條_米粉．麵條_粉絲,韓國Otaste辣炒年糕冬粉杯-原味128g,99
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,不倒翁辛辣拉麵(袋)120gx5,133
米油沖泡_泡麵．麵條_速食麵_蔬菜口味,維力炸醬麵(包)-素食 90g,447
米油沖泡_咖啡．茶包_茶包_其它,韓國蜂蜜柚子茶 1Kg,269
米油沖泡_調味品．罐頭．湯品_調理食品_調理食品,宗家府韓式冬粉-109g,109
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,火辣雞肉風味鐵板炒麵(奶油白醬風味)130gx5,269
飲料零食_糖果．巧克力．口香糖_巧克力_加味巧克力,Kisses 巧酥白巧克力36g,36
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,不倒翁特級海鮮風味烏龍拉麵-120gx4,149
米油沖泡_咖啡．茶包_茶包_紅茶,家樂福日月紅茶-2.4gx25入,120
美妝護理_女性衛生_衛生棉_日用標準,靠得住溫柔宣言輕柔棉日用23cm-12PCx3,136
生活休閒_寵物用品_貓_貓乾糧．罐頭,偉嘉乾貓糧化毛配方 3kg,339
母嬰保健_沐浴護膚_沐浴．洗髮_沐浴精,依必朗兒童抗菌沐浴乳,112
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,陶華碧老干媽豆鼓油制辣椒210g,76
生活休閒_寵物用品_狗_狗乾糧．罐頭,IQ Dog 成犬乾狗糧-羊肉13.5kg,409
米油沖泡_泡麵．麵條_米粉(未使用),曾粉-麻辣肉燥-82g*4,199
生鮮食品_人氣熟食_加工製品_素食,久代-袋裝角螺150g_純素基改,60
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,CJ Bibigo韓式蘿蔔塊-480g,229
美妝護理_衛生紙_衛生紙_抽取式,五月花蓬厚柔三層抽取衛生紙-110PCx72,1317
美妝護理_女性衛生_衛生棉_夜用,靠得住純白體驗超吸洞夜用超薄(13片x3包),138
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】大波浪網,59
生活休閒_寵物用品_貓_貓砂,【寵物用品】WORTH我是細砂,117
米油沖泡_調味品．罐頭．湯品_調理食品_調理食品,宗家府泡菜煎餅-160g,109
冷凍食品_微波食品_微波餐點_義大利麵．丼飯．麵點,韓國釜山辣味海鮮炒年糕-250g,189
美妝護理_美妝保養_乳液．防曬．保養_面膜．乳霜,韓國isLeaf極緻水感保濕面膜22ml-膠原蛋白,19
飲料零食_茶飲．咖啡．水_機能飲料_乳酸飲料,韓國樂天乳酸蘇打風味飲-250ml,29
美妝護理_個人清潔_沐浴用品_沐浴乳,沙威隆抗菌保濕沐浴乳蘆薈精華,149
生活休閒_寵物用品_狗_狗乾糧．罐頭,加好寶經典狗餅乾 300G,55
生鮮食品_人氣熟食_農特產品_紫菜類,登豐海帶芽120g,99
飲料零食_茶飲．咖啡．水_茶飲_烏龍茶,光泉冷泡茶茶王烏龍-1235mlx12,540
冷凍食品_微波食品_微波餐點_義大利麵．丼飯．麵點,[限量]Olbaan韓國泡菜起司炒飯-414g,199
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,桂格穀珍堅果多多松子堅果燕麥,90
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】火種-30粒,18
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,喜瑞爾 Health Passion橙橘果麥-紫心脆蕾-320g,169
生鮮食品_人氣熟食_農特產品_紫菜類,家樂福素食海帶芽,95
日用百貨_家庭清潔_洗衣用品_柔軟精,家樂福JUNGLE廣藿香柑橘柔軟精-1.18 L,139
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調理用粉,CJ韓式煎餅粉,139
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,馬玉山榛果杏仁茶 30克x12,89
米油沖泡_調味品．罐頭．湯品_肉類罐頭_肉類罐頭,維力素食炸醬罐175g,63
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(大)-薰衣草,68
日用百貨_家庭清潔_居家清潔_除濕劑,克潮靈香水環保除濕桶小蒼蘭英國梨,59
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,伯朗冷凍乾燥即溶咖啡-精緻濃萃 100g,139
飲料零食_精選餅乾_甜餅乾_餅乾棒,LOTTE PEPERO-巧克力夾心棒50g,35
米油沖泡_咖啡．茶包_茶包_烏龍茶,立頓茗閒情100％台灣茶-高山烏龍茶-61.6g(2.8gx22),176
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,奶油小酥餅6入,180
美妝護理_美妝保養_乳液．防曬．保養_面膜．乳霜,韓國isLeaf極緻水感保濕面膜22ml-蘆薈,19
冷凍食品_微波食品_微波餐點_義大利麵．丼飯．麵點,讚岐大膳拉麵,158
冷凍食品_火鍋料理_各式丸類_肉丸,桂冠福州丸,99
生鮮食品_冷藏食品_乳製品_活性乳酸飲料,啵樂樂乳酸飲料-藍莓味-235ml,39
飲料零食_精選餅乾_烘培糕餅_千層派/夾心派,義大利AD餡餅-檸檬醬風味,69
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_巧克力飲品,阿華田 減糖巧克力營養麥芽飲品-31gx14,172
飲料零食_果汁．飲料．養生_可樂．汽水．沙士_加味汽水及沙士,維他露大蘋果蘇打-2000mlx6,294
飲料零食_糖果．巧克力．口香糖_糖果_軟糖,日本甘樂鮮果實軟糖-葡萄口味56g,55
米油沖泡_咖啡．茶包_咖啡_咖啡粉/咖啡豆,家樂福哥斯大黎加濾泡式咖啡粉,99
米油沖泡_咖啡．茶包_茶包_即溶茶,伯朗奶茶3合1,108
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,王子滷味寬麵(包)50g,35
大小家電_廚房家電_多功能鍋_電磁爐,飛利浦HD4924智慧變頻電磁爐,1380
米油沖泡_泡麵．麵條_米粉(未使用),曾粉-紅蔥肉燥 87g x4,187
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(小)-檸檬香,68
米油沖泡_泡麵．麵條_米粉．麵條_粉絲,中農網裝冬粉380g,85
生活休閒_寵物用品_狗_狗乾糧．罐頭,家樂福超值狗乾糧(雞肉風味)3.5K,129
生活休閒_寵物用品_貓_貓乾糧．罐頭,咪歐貓罐-沙丁魚口味 170g,23
日用百貨_家庭清潔_廚房清潔_廚房清潔劑,CLOROX 高樂氏萬用強力去汙清潔劑-清新香-946ml,146
飲料零食_糖果．巧克力．口香糖_糖果_果凍．羊羹,Jelly.B低卡蒟蒻果凍(青葡萄味)150g,59
冷凍食品_微波食品_油炸速食_海產類,韓國辣拌魷魚絲-50g,175
生鮮食品_人氣熟食_農特產品_紫菜．魚乾．烏魚子,登豐櫻花蝦40g,99
生活休閒_寵物用品_貓_貓砂,【寵物用品】砂砂,188
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,PALDO韓國乾拌麵130g x5,176
米油沖泡_調味品．罐頭．湯品_調味粉．醬_火鍋醬．湯底,康寶香菇湯塊-100g,59
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,伯朗冷凍乾燥即溶咖啡-極致香醇 100g,139
米油沖泡_咖啡．茶包_咖啡_其他,星巴克那堤咖啡膠囊(12顆),230
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(小)-小蒼蘭,68
美妝護理_個人清潔_洗髮保養_功能性洗髮精,【海倫仙度絲】去屑止癢呵護洗髮乳,239
米油沖泡_咖啡．茶包_茶包_其它,Tea Zen 韓國玉米鬚茶,168
生活休閒_寵物用品_貓_貓砂,【寵物用品】優質環保松木砂,199
生活休閒_寵物用品_狗_狗乾糧．罐頭,博朗氏挑嘴犬狗糧 1.8公斤,199
飲料零食_精選餅乾_鹹餅乾_蘇打餅乾,健康物語黑豆藜麥蘇打餅280g,119
美妝護理_衛生紙_衛生紙_抽取式,舒潔親膚海洋膠原蛋白衛生紙-100PCx20,395
冷凍食品_火鍋料理_各式丸類_魚丸,桂冠成功旗魚丸,99
生鮮食品_冷藏食品_調理食品_米．麵食,蓮發素食芋頭糕-980g,75
生活休閒_寵物用品_貓_貓乾糧．罐頭,咪亞機能貓罐-鮪魚+雞肉口味 160g,25
生活休閒_寵物用品_狗_狗乾糧．罐頭,西莎餐盒南法野菜燉雞100g6入/組,188
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,Mestemacher什錦水果穀片,249
生活休閒_寵物用品_貓_貓乾糧．罐頭,咪歐貓罐-鮪魚口味 170g,23
飲料零食_休閒零食_豆乾．肉乾．海苔_豆乾,家樂福素食香菇風味豆乾(非基改),79
冷凍食品_火鍋料理_各式丸類_肉丸,大成桐德黑豚肉貢丸300g,159
米油沖泡_咖啡．茶包_咖啡_咖啡粉/咖啡豆,伯朗精選綜合咖啡豆-450g,368
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,伯朗曼特寧咖啡3合1,108
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】合家歡不鏽鋼無毒烤肉網,99
米油沖泡_咖啡．茶包_茶包_其它,韓味不二生黃金柚子茶(果醬),390
日用百貨_家庭清潔_居家清潔_滅蟲用品,花仙子防蚊香膏-香茅薄荷,65
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,佳德鳳梨酥禮盒6入,239
飲料零食_休閒零食_豆乾．肉乾．海苔_豆乾,富貴香-蜜汁素肉乾(純素)300g,129
飲料零食_茶飲．咖啡．水_茶飲_花茶與水果茶,紅茶花伝皇家橙茶-470mlx24,648
日用百貨_家庭清潔_洗衣用品_洗衣皂．皂絲,家樂福洗衣皂,62
冷凍食品_火鍋料理_各式火鍋料_火鍋餃/火鍋料,家樂福魚餃,29
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,李錦記蒜蓉辣椒醬368g,105
米油沖泡_調味品．罐頭．湯品_肉類罐頭_肉類罐頭,如意猴頭菇絲200g-純素,98
日用百貨_衛生紙_面紙．濕紙巾_濕紙巾,康乃馨抗菌濕巾-50PCx2,99
日用百貨_家庭清潔_清潔工具_垃圾袋,OP花香環保袋(大)-檸檬香,68
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,綠的抗菌皂-活力清新-100gx3,68
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,李錦記辣豆瓣醬368g,104
美妝護理_女性衛生_衛生棉_夜用,溫柔宣言輕柔棉超夜用超長35cm(8片x3包),136
米油沖泡_咖啡．茶包_茶包_即溶茶,3點1刻沖繩黑糖奶茶,129
日用百貨_家庭清潔_清潔工具_打掃工具．地墊,HK家居 94拖雙滾輪膠棉拖把,196
日用百貨_家庭清潔_居家清潔_放置型芳香劑,Farcent香水室內擴香-小蒼蘭英國梨-120ml,199
日用百貨_家庭清潔_洗衣用品_柔軟精,Lenor蘭諾衣物芳香豆補充包(晨曦玫瑰)455ml,199
日用百貨_家庭清潔_洗衣用品_柔軟精,Lenor蘭諾衣物芳香豆補充包(清晨草木)455ml,199
米油沖泡_咖啡．茶包_茶包_其它,立頓茗閒情100％台灣茶-茉莉花茶-100.8g(2.8gx36),176
生活休閒_寵物用品_狗_狗乾糧．罐頭,西莎蒸鮮包成犬 低脂雞肉70g,148
米油沖泡_咖啡．茶包_茶包_其它,天仁茉莉香片經濟包,125
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,3點1刻 奶油玉米濃湯-18gx12,160
飲料零食_精選餅乾_鹹餅乾_點心零食,卡滋卡哩卡哩-黑胡椒風味-95g,35
日用百貨_家庭清潔_居家清潔_除濕劑,家樂福環保除濕桶 600ml毫升X2個/組,72
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,CJ BIBIGO 韓式豆瓣醬(肉沾醬),145
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,1881竹炭毛巾3入,139
米油沖泡_米．食用油_食用米_米,大倉池農池上契作栽培米(圓二)6kg,486
米油沖泡_泡麵．麵條_米粉(未使用),曾粉-香菇肉燥-85g*4,187
生鮮食品_人氣熟食_農特產品_調理藥膳,四神湯(調理用)-140g,58
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_巧克力飲品,Swiss Miss牛奶巧克力可可粉280g,95
日用百貨_家庭清潔_居家清潔_噴頭式芳香劑,家樂福定量噴霧式芳香劑-紫羅蘭,60
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,馬玉山燕麥薏仁漿 30克x12,91
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,CJ韓式醃烤肉醬(原味)480g,155
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風環保椰子炭超值包-2kg,105
生鮮食品_冷藏食品_乳製品_調味乳,Binggrae哈密瓜牛奶(保久調味乳)200mlx3,120
生活休閒_寵物用品_狗_狗乾糧．罐頭,多納滋低敏犬狗糧 2.0公斤,109
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,馬玉山亞麻籽堅果紅豆飲 28克x10,117
日用百貨_(勿上架)餐廚用具_水壺/茶壺,BH歐亞耐熱玻璃水壺1400ml,379
飲料零食_休閒零食_豆乾．肉乾．海苔_海苔．海苔脆片,韓國大海願-原味岩燒海苔酥,95
美妝護理_個人清潔_沐浴用品_沐浴乳,Farcent香水胺基酸沐浴露-絲滑白麝香,349
飲料零食_精選餅乾_甜餅乾_其它口味,啵樂樂甜筒威化-草莓風味-53.4g,99
米油沖泡_泡麵．麵條_米粉．麵條_粉絲,韓國Otaste辣炒年糕冬粉杯-辣炸醬味-128g,99
飲料零食_糖果．巧克力．口香糖_糖果_果凍．羊羹,Jelly.B低卡蒟蒻果凍(水蜜桃味)150g,59
生鮮食品_海鮮水產_家樂福海鮮．產銷履歷_家樂福海鮮,家樂福鯛魚片(每包淨重約480克),205
米油沖泡_咖啡．茶包_茶包_即溶茶,【立頓】奶茶袋裝-東方茉香奶綠,152
米油沖泡_咖啡．茶包_茶包_即溶茶,【立頓】奶茶袋裝-英式經典,152
生鮮食品_海鮮水產_鮮魚_海水．淡水魚,"履歷抱卵母香魚(每包約500克,約3-4尾)",399
生活休閒_寵物用品_貓_貓乾糧．罐頭,偉嘉妙鮮包7+熟齡貓鮪魚85g四入裝,79
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,宗家府火辣泡菜麵,151
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,顏新發X福源花生醬太陽餅禮盒10入,390
飲料零食_茶飲．咖啡．水_礦泉水．氣泡水_氣泡水,舒味思伯爵紅茶風味氣泡水500mlx24,504
