category_name,product_name,unit_price
,錦鯉魚飼料 1Kg,99
,慧心鳥飼料-八哥配方,108
日用百貨_家庭清潔_洗衣用品_洗衣精,BioLead 經典香氛洗衣精-花園精靈-2Kg,179
美妝護理_個人清潔_洗髮保養_潤髮乳,呂韓方頭皮養護潤髮乳營養潤澤,329
日用百貨_家庭清潔_居家清潔_放置型芳香劑,Farcent香水室內擴香-青檸羅勒-120ml,199
冷凍食品_火鍋料理_火鍋湯底_藥膳．羊肉爐,蕾媽媽紅燒羊肉爐,129
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,台榮信州味噌,89
生活休閒_寵物用品_狗_狗乾糧．罐頭,戀戀狗糧中小型成犬_牛肉3.5公斤,200
美妝護理_女性衛生_衛生棉_夜用,愛康超透氣衛生棉夜用-7PCx4,259
米油沖泡_咖啡．茶包_茶包_其它,曼寧台灣花草茶-烏龍菊花茶1.5g X15,165
生活休閒_寵物用品_狗_狗乾糧．罐頭,派樂味 微笑犬用零食100％純雞肉條 - 500g,499
生活休閒_寵物用品_狗_狗乾糧．罐頭,YS加強六星潔牙棒棒L桶裝,599
美妝護理_個人清潔_洗髮保養_潤髮乳,日本近江水潤維他命C、E防曬噴霧-50g,299
冷凍食品_冰品_各式冰品_其它2,義美銅鑼燒冰淇淋巧克力-80gx4,116
米油沖泡_米．食用油_食用米_米,三好米 一等大師蓬萊米(圓一)2.5kg,278
冷凍食品_火鍋料理_各式火鍋料_火鍋餃/火鍋料,本家 素頂級佛跳牆-1200g,330
冷凍食品_火鍋料理_各式火鍋料_火鍋餃/火鍋料,本家 素藥膳蟲草雞-1200g,330
3C_手機．通訊．週邊_智慧型手錶_運動手環．手錶．VR裝置,Fitbit Inspire HR 智能健身手環-黑色,3490
飲料零食_糖果．巧克力．口香糖_糖果_果凍．羊羹,韓國KAKAO果凍(牛奶汽水味)130g,59
飲料零食_精選餅乾_甜餅乾_夾心餅乾,韓國樂天巧克力夾心餅乾球-216g,99
生鮮食品_人氣熟食_涼拌小菜．冷盤_冷盤/微波食品,古早味排骨3片裝-每片約100克(熟凍品),98
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,老太陽堂鳳梨酥禮盒12入(奶蛋素),298
大小家電_季節家電_空氣清淨機_空氣清淨機,Honeywell HPA-100APTW 空氣清淨機,3880
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,1881防蹣抗菌超柔枕,289
美妝護理_個人清潔_沐浴用品_沐浴乳,On The Body 快樂微風沐浴乳,199
生活休閒_寵物用品_貓_貓乾糧．罐頭,【貓食】偉嘉乾貓糧海鯛鮮蝦3kg,339
美妝護理_個人清潔_洗髮保養_功能性洗髮精,【海倫仙度絲】男士去屑洗髮乳活力酷爽,239
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,Rober Timms義式濾袋咖啡,398
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_巧克力飲品,Swiss Miss繽紛棉花糖熱可可粉-268g,125
生活休閒_寵物用品_狗_狗乾糧．罐頭,葛莉思犬食-雞肉大餐 3.5Kg,179
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,三井武田太空記憶綿枕-顏色隨機出貨,579
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風特選紅木條炭2.4kg,139
生活休閒_寵物用品_狗_狗乾糧．罐頭,西莎鄉村羊肉與田園番茄口味-1kg,236
飲料零食_果汁．飲料．養生_蔬果汁_蕃茄汁,SAKI番茄汁180ML,743
生活休閒_寵物用品_貓_貓乾糧．罐頭,博朗氏挑嘴貓貓糧 1.5kg,199
生活休閒_寵物用品_狗_狗乾糧．罐頭,YS特濃奶酪消臭餅乾 100g,55
生活休閒_寵物用品_貓_貓砂,【寵物用品】艾霏高效能凝結型貓砂,239
美妝護理_個人清潔_洗髮保養_洗髮精,呂菖蒲草本精萃洗髮精500ml 韓國進口,329
美妝護理_個人清潔_洗髮保養_潤髮乳,呂 韓方頭皮養護潤髮乳清爽控油,329
生活休閒_運動．休閒．旅行用品_運動用品_健身用品,muva 環保瑜珈運動墊10mm(附贈收納袋)-藍色,826
日用百貨_家庭清潔_居家清潔_滅蟲用品,熊寶貝衣物香氛袋-雅緻藍風鈴-7gx3,99
米油沖泡_咖啡．茶包_咖啡_咖啡粉/咖啡豆,UCC 炭燒風味咖啡豆454g,409
日用百貨_家庭清潔_居家清潔_放置型芳香劑,Farcent香水室內擴香-牡丹與胭紅麂絨-120ml,199
生活休閒_寵物用品_狗_狗乾糧．罐頭,健康紀元犬食室內犬-強效除臭照護配方,299
冷凍食品_冰品_各式冰品_冰淇淋,Callipo 義大利冰淇淋-西洋梨可可碎片-310g,249
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,祟華齊綠豆椪禮盒(全素) 6入,350
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】正304不鏽鋼食材防落烤網30x48,199
生活休閒_日用百貨_洗、曬、衣物整理配件_衣物整理用品,Keyway  大寶滑輪整理箱(46L)-藍色,369
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,紅布朗純杏仁粉300g,380
米油沖泡_咖啡．茶包_茶包_紅茶,米森-有機錫蘭高山紅茶3g*8包/盒,165
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,UCC 3合1珈琲-炭燒拿鐵-17gx12,159
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,不倒翁-特級炸醬麵-135gx4,169
,愛喜雅肉泥7號-腎臟健康維持-15gx4,75
生活休閒_寵物用品_狗_狗乾糧．罐頭,犬用厚乳消臭餅乾180g,109
冷凍食品_冰品_各式冰品_冰棒,雅方古早味梅子冰棒-70gx5,42
美妝護理_個人清潔_洗髮保養_潤髮乳,魅尚萱完美深層修護潤髮乳-680ml,320
冷凍食品_微波食品_包子．饅頭．餡餅_饅頭,冰冰好料理手握圓形小饅頭,98
大小家電_季節家電_空氣清淨機_空氣清淨機濾網,HRF-APP1AP濾網,499
日用百貨_家庭清潔_居家清潔_除濕劑,妙管家防霉除濕桶-320gx2,118
生活休閒_寵物用品_狗_衛生配件,【寵物用品】無香蹦蹦跳寵物濕紙巾家庭包,199
美妝護理_個人清潔_沐浴用品_沐浴乳,綠的抗菌沐浴乳-天竺葵精油1000ml,128
生活休閒_寵物用品_兔子．寵物鼠_衛生配件,【寵物用品】寵物木屑,68
生活休閒_寵物用品_貓_貓乾糧．罐頭,LCB藍帶廚坊頂級貓食-海鮮大餐1.36kg,179
生活休閒_寵物用品_貓_貓乾糧．罐頭,偉嘉貓乾糧鮪魚總匯1.2,190
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,卡薩衣索比亞耶加雪菲濾掛式咖啡-8g*6,137
美妝護理_個人清潔_洗髮保養_潤髮乳,【飛柔】豐盈飄逸微米潤髮乳530ml,179
服飾鞋包_流行鞋襪_襪子_嬰兒襪．幼童襪,史奴比童襪-L(3入),119
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤綜合蛋黃酥禮盒8入,308
大小家電_廚房家電_多功能鍋_電磁爐,大同TIH-F1300J觸控式IH電磁爐,1890
,增艷營養新配方金魚飼料 300g,75
,錦鯉魚飼料 3Kg,285
日用百貨_家庭清潔_清潔工具_垃圾桶,日式分類附蓋垃圾桶CL42L-顏色隨機出貨,579
美妝護理_個人清潔_沐浴用品_沐浴乳,【韓國必買】微風如沐沐浴乳-清新棉,420
美妝護理_個人清潔_洗髮保養_洗髮精,飛柔淨屑調理微米洗髮露530530ml,179
日用百貨_家庭清潔_洗衣用品_洗衣精,BioLead經典香氛洗衣精補充包_花園精靈1.8kg,149
日用百貨_家庭清潔_居家清潔_放置型芳香劑,ST夢幻香水果凍芳香劑-香氛蠟燭-260g,219
冷凍食品_冰品_各式冰品_冰棒,雙葉冰棒-椰奶香芋-70gx5,52
飲料零食_精選餅乾_鹹餅乾_爆米花,Kernels綜合爆米花(杯裝)55g,69
飲料零食_果汁．飲料．養生_濃縮飲料．水果醋_濃縮醋,百家珍蜂蜜醋600ml,197
生鮮食品_人氣熟食_農特產品_調理藥膳,登豐人蔘雞燉料100g,79
生活休閒_日用百貨_餐具/鍋具/廚房配件_燉蒸悶煮鍋,森活小資泡麵鍋1公升,279
日用百貨_家庭清潔_洗衣用品_濃縮洗衣粉,加倍潔尤加利防蹣潔白洗衣粉-1.5kg,99
米油沖泡_咖啡．茶包_咖啡_咖啡粉/咖啡豆,伯朗義大利式咖啡豆,368
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,Mestemacher向日葵籽穀片,249
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶多福美食犬餐-牛肉口味-2kg,139
生活休閒_寵物用品_貓_貓乾糧．罐頭,Me-O乾貓糧-成貓海陸大餐1.1Kg,179
服飾鞋包_流行鞋襪_襪子_女襪,瑪榭舒適萊卡透氣襪-女(淺灰)-淺灰色,59
米油沖泡_咖啡．茶包_咖啡_咖啡粉/咖啡豆,Robert Timms義式咖啡豆,398
生活休閒_寵物用品_貓_貓乾糧．罐頭,博朗氏幼母貓貓糧 1.5kg,199
生活休閒_寵物用品_狗_洗毛精,【寵物用品】除臭驅蟲蚤專用香浴精,158
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤綠豆椪禮盒8入,268
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】輕鬆折烤肉架(附棉紗手套),139
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,3M新一代防蹣水洗枕加高型,1299
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,鼎泰豐桂圓酥禮盒10入,450
日用百貨_(勿上架)餐廚用具_水壺/茶壺,BH極簡耐熱玻璃壺組1壺4杯,599
生活休閒_車用百貨_汽車用品_雨刷,【汽車百貨】Michelin 米其林 厲風14+24雙入裝雨刷,299
大小家電_電視．冰箱．洗衣機_電視_UHD液晶電視,HERAN禾聯 43吋 UHD顯示器 HD-43UDF31,15700
美妝護理_個人清潔_洗髮保養_護髮乳,韓國isLeaf香氛順盈護髮油-拈花惹草-100ml,249
米油沖泡_米．食用油_食用米_米,【限量】日本秋田小町米800g,199
飲料零食_茶飲．咖啡．水_機能飲料_維他命飲料,樂天HOT6能量飲料 250mlx6入/組,249
日用百貨_家庭清潔_居家清潔_放置型芳香劑,Laundrin朗德林車用芳香-櫻花香氛,180
生活休閒_寵物用品_狗_狗乾糧．罐頭,犬用野菜消臭軟餅乾120g,99
生鮮食品_人氣熟食_中式熟食_炸雞肉,酥炸豆乳雞翅(1支),28
冷凍食品_冰品_各式冰品_其它2,家樂福冰沙-草莓-330g,30
冷凍食品_冰品_各式冰品_冰棒,雅方古早味檸檬愛玉冰棒-75gx5,46
日用百貨_家庭清潔_居家清潔_滅蟲用品,Nac Nac天然草本驅蚊噴液-90ml,280
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,紅豆食府經典蘇式月餅禮盒6入,585
生鮮食品_生鮮櫃類 (未使用)_生鮮櫃類_加工食品專櫃,【七里香烤肉】照燒棒棒腿(每盒2隻約280克),139
飲料零食_精選餅乾_鹹餅乾_爆米花,Kernels爆米花(玉米濃湯口味)40g,59
飲料零食_精選餅乾_鹹餅乾_爆米花,Kernels爆米花(奶油大蒜口味)40g,59
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,火辣雞肉奶油白醬風味辣醬-200g,229
飲料零食_休閒零食_瓜子．花生．堅果_混合,韓國米香堅果派(起司)110g,120
美妝護理_個人清潔_沐浴用品_沐浴乳,On The Body 粉紅甜心香水沐浴精,199
生活休閒_寵物用品_狗_洗毛精,【寵物用品】小淘氣寵物沐浴精 1000cc-除臭配方,149
生活休閒_寵物用品_狗_狗乾糧．罐頭,博朗氏幼母犬狗糧 1.8公斤,199
生活休閒_寵物用品_狗_狗乾糧．罐頭,丹 雞肉犬罐-400g,49
生活休閒_寵物用品_狗_頸圈,【寵物用品】天然草本驅蚤項圈-犬/貓專用,159
生活休閒_寵物用品_魚缸．配件_清潔配件,【水族用品】過濾棉-4入,99
生活休閒_日用百貨_餐具/鍋具/廚房配件_咖啡/花茶配件,不銹鋼濾掛手沖壺 STH-003 350ml,399
生活休閒_車用百貨_汽車用品_雨刷,【汽車百貨】Michelin 米其林 厲風18+20雙入雨刷,299
生活休閒_車用百貨_汽車用品_雨刷,【汽車百貨】Michelin 米其林 厲風14+26雙入雨刷,299
大小家電_季節家電_空氣清淨機_空氣清淨機濾網,3M空氣清淨機濾網 CHIMSPD-02UCF,990
母嬰保健_育嬰用品_嬰幼兒用品_衛生用品,優生防蹣抗菌寶寶洗衣精 2000ml-清新西柚配方,360
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤迷你小綠豆凸禮盒12入,278
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,廣式小月餅禮盒12入,368
日用百貨_家庭清潔_洗衣用品_洗衣精,BioLead經典香氛洗衣精補充包_璀璨時光1.8kg-璀璨補充,149
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,3M新防蹣水洗枕兒童型(附枕套),1199
美妝護理_個人清潔_洗髮保養_護髮乳,魅萱完美造型護髮精油,289
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶路X型潔牙骨牛肉中型犬專用98g,82
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶路X型潔牙骨綠茶中型犬專用98g,82
大小家電_季節家電_除濕機_B式除濕機,聲寶 AD-WB712T 6L除濕機,5500
,慧心寶貝兔子飼料-覆盆子口味3KG,399
美妝護理_個人清潔_沐浴用品_沐浴乳,On The Body SPA沐浴露-經典香,598
美妝護理_個人清潔_沐浴用品_沐浴乳,On The Body SPA沐浴露-黑玫瑰,598
日用百貨_家庭清潔_居家清潔_滅蟲用品,Farcent香水衣物香氛袋,59
日用百貨_家庭清潔_居家清潔_滅蟲用品,Farcent香水衣物香氛袋,59
生活休閒_寵物用品_貓_貓乾糧．罐頭,健康紀元貓食-膳纖化毛照護配方-1.5Kg,349
米油沖泡_米．食用油_食用米_胚芽米,樂米穀場花東自然農耕特哉鮮糙米(圓二)1.5k,189
日用百貨_家庭清潔_居家清潔_放置型芳香劑,日本JB芳香膏,219
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,膳府韓國傳統調理醬,109
日用百貨_家庭清潔_居家清潔_放置型芳香劑,Farcent香水室內擴香-自由雛菊-120ml,199
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】40CM不鏽鋼梅花夾,89
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),家簡塵除防滑動安全烤肉網-中,69
母嬰保健_嬰幼兒食品_嬰兒點心_嬰兒點心．牙餅,【寶寶副食品】韓國 IVENET艾唯倪優格豆豆餅-草莓風味20g,169
生活休閒_日用百貨_餐具/鍋具/廚房配件_深平煎鍋,特福礦物元素IH24cm不沾深平鍋,1280
生活休閒_日用百貨_餐具/鍋具/廚房配件_咖啡/花茶配件,錐形無漂白咖啡濾紙 LZB-V01-40 40入,79
米油沖泡_咖啡．茶包_茶包_綠茶,康健生機-有機綠茶-三角立體茶包-2.5gx30,250
米油沖泡_咖啡．茶包_茶包_紅茶,康健生機-有機紅茶-三角立體茶包-2.5gx30,250
3C_手機．通訊．週邊_智慧型手錶_運動手環．手錶．VR裝置,nisda kooper M30智能心率血壓手環-黑色,890
米油沖泡_咖啡．茶包_咖啡_咖啡粉/咖啡豆,貝納頌 極品濾掛咖啡-曼特寧風味-8gx10,259
日用百貨_家庭清潔_居家清潔_放置型芳香劑,ST夢幻香水果凍芳香劑-閃耀香水-260g,219
生鮮食品_生鮮櫃類 (未使用)_生鮮櫃類_加工食品專櫃,【七里香烤肉】照燒雞腿肉串 (約210克),139
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,2倍辣火辣雞肉風味醬-200g,229
生鮮食品_肉品．高湯_加工肉品_烤肉食材,揪愛夯海陸澎湃烤肉組(8~10人份),1999
飲料零食_休閒零食_豆乾．肉乾．海苔_海苔．海苔脆片,韓味不二韓國海苔酥(泡菜)50g,129
飲料零食_精選餅乾_鹹餅乾_爆米花,Kernels焦糖爆米花(杯裝)65g,69
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗罐】寶路雞肉罐400g,1105
生活休閒_寵物用品_狗_洗毛精,【寵物用品】F#4祥寶-全犬用沐浴精,199
生活休閒_日用百貨_餐具/鍋具/廚房配件_燉蒸悶煮鍋,微晶透明鍋寶-玻璃蓋4.2公升,1379
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,3M防蹣記憶枕平板支撐型M,1790
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,亞迪思防蹣抗菌四孔枕,399
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風環保球形炭-1kg,55
生活休閒_寵物用品_狗_狗乾糧．罐頭,葛莉思犬食-牛肉大餐3.5Kg,179
生活休閒_寵物用品_貓_貓乾糧．罐頭,偉嘉乾貓糧-烤鮭魚/三文魚1.2K,190
大小家電_廚房家電_多功能鍋_電磁爐,【大家源】微晶按鍵式電陶爐 TCY-3911,1290
生活休閒_寵物用品_狗_衛生配件,【寵物用品】無香蹦蹦跳寵物濕紙巾隨身包,49
大小家電_廚房家電_多功能鍋_多功能鍋,大家源TCY-3730多功能鍋,890
生活休閒_寵物用品_狗_狗乾糧．罐頭,慧心犬糧-羊肉+米口味成犬配方 3kg,190
飲料零食_休閒零食_瓜子．花生．堅果_混合,清淨生活天然綜合堅果純素,398
美妝護理_個人清潔_洗髮保養_護髮乳,魅尚萱完美修護護髮精油輕盈版,289
日用百貨_家庭清潔_洗衣用品_柔軟精,Drs Formula 防蹣柔軟精,109
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】陽光海岸超大型烤肉架,1499
生活休閒_寵物用品_貓_貓砂,【寵物用品】艾霏經典型礦砂,219
生活休閒_寵物用品_貓_貓砂,【寵物用品】艾霏極致水晶貓砂-花香型,259
服飾鞋包_流行鞋襪_襪子_中性襪,EF男休閒襪3入-顏色隨機出貨,119
生活休閒_日用百貨_餐具/鍋具/廚房配件_製冰盒/配件,#304不銹鋼環保冰塊組,399
服飾鞋包_男女內著_男內衣．褲_平口褲,Hang Ten純棉格紋平口褲-尺寸:M,185
日用百貨_家庭清潔_廚房清潔_廚房清潔劑,高樂氏CLOROX居家殺菌濕紙巾-柑橘香-75PC,322
日用百貨_家庭清潔_洗衣用品_洗衣精,一滴淨有機天然酵素防蹣洗衣露,318
日用百貨_家庭清潔_洗衣用品_洗衣精,一滴淨防蹣洗衣露補充包,252
生活休閒_寵物用品_狗_狗乾糧．罐頭,汪星人雞小胸肉絲 70g,139
生活休閒_寵物用品_狗_狗乾糧．罐頭,汪星人軟雞肉絲 70g,139
日用百貨_家庭清潔_居家清潔_放置型芳香劑,Laundrin擴香,350
,慧心寶貝兔子飼料-蘋果口味3KG,399
,福壽觀賞鳥飼料1000g,92
生活休閒_運動．休閒．旅行用品_運動用品_健身用品,成功健身重訓手套-S,449
,活力一倍老鼠飼料,169
日用百貨_家庭清潔_居家清潔_除濕劑,奇蒂可-珪藻土除濕除臭防潮塊 橢圓60g,89
生活休閒_寵物用品_貓_貓乾糧．罐頭,咪歐乾貓糧-鮪魚口味1.2公斤,179
美妝護理_個人清潔_洗髮保養_洗髮精,可瑞絲極重損植萃系抗損洗髮精600ml 韓國進口,380
生活休閒_寵物用品_狗_狗乾糧．罐頭,健康紀元犬食-低過敏照護配方,299
生活休閒_寵物用品_狗_狗乾糧．罐頭,YS加強亮白五星棒S桶裝,599
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,丸金壽喜燒醬-500ml,139
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,華齊小月餅禮盒(奶蛋素) 12入,420
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),家簡塵除防滑動安全烤肉網-大,79
生活休閒_日用百貨_餐具/鍋具/廚房配件_各式餐具,KIYODO招財貓#316不銹鋼雙筷組,179
母嬰保健_嬰幼兒食品_嬰兒點心_嬰兒點心．牙餅,【寶寶副食品】韓國 IVENET艾唯倪優格豆豆餅-原味20g,169
3C_手機．通訊．週邊_智慧型手錶_運動手環．手錶．VR裝置,Fitbit Inspire HR 智能健身手環-紫粉色,3490
冷凍食品_火鍋料理_各式火鍋料_火鍋餃/火鍋料,本家 素紹興當歸鴨-1200g,330
3C_手機．通訊．週邊_智慧型手錶_運動手環．手錶．VR裝置,nisda kooper M30智能心率血壓手環-紅色,890
生活休閒_運動．休閒．旅行用品_露營．踏青_旅遊配件,鋁合金四節避震登山杖-顏色隨機出貨,499
美妝護理_個人清潔_洗髮保養_洗髮精,可瑞絲香氛洗髮精-華麗琥珀-600ml,259
生鮮食品_海鮮水產_鮮魚_切片魚,冷藏大比目魚片(貼體包裝)(每包約200克),145
生活休閒_寵物用品_貓_貓乾糧．罐頭,愛喜雅金缶濃厚4號-鮪.牛70g,55
生活休閒_寵物用品_貓_貓乾糧．罐頭,Sheba鮮饌包鮪魚及蟹肉-70gx3,117
美妝護理_美妝保養_乳液．防曬．保養_防曬乳液,日本近江小熊臻效防曬乳液,169
冷凍食品_冰品_各式冰品_冰棒,雅方古早味芒果冰棒-70gx5,46
生活休閒_寵物用品_狗_洗毛精,【寵物用品】F#4祥寶-皮膚病沐浴精,199
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,1881特級混羊毛枕,289
傢俱寢飾_家飾_坐墊．椅墊．抱枕_各式坐墊,三井武田冰涼記憶座墊-顏色隨機出貨,499
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,3M Filtrete 健康防蹣枕心-竹炭型,1094
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,防蹣抗菌專利呼吸枕,399
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,山寧泰防蹣抗菌乳膠枕,1199
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,3M防蹣記憶枕舒柔型L,1490
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,山寧泰防蹣抗菌記憶枕,699
日用百貨_家庭清潔_清潔工具_打掃工具．地墊,EVA素色舒柔墊9入-紫色 32*32*1cm,179
